college_degree,high_income,age,sex,race,native-country,propensity_score,propensity_logit,source_index,match_distance,pair_id,matched_role
0,0,24,Male,White,United-States,0.2246297456856911,-1.2388871907418106,31475,0.0,2280,control
1,0,32,Male,White,United-States,0.24596788571588463,-1.120233977449573,2194,0.0,2281,treated
0,0,32,Male,White,United-States,0.24596788571588463,-1.120233977449573,22639,0.0,2281,control
1,0,25,Female,White,United-States,0.1982240178038876,-1.3974314507129262,2197,0.0,2282,treated
0,0,25,Female,White,United-States,0.1982240178038876,-1.3974314507129262,15859,0.0,2282,control
1,1,50,Female,White,United-States,0.263735997684941,-1.0266401591746852,2198,0.0,2283,treated
0,0,50,Female,White,United-States,0.263735997684941,-1.0266401591746852,14818,0.0,2283,control
1,0,55,Female,White,United-States,0.27838596568525925,-0.9524819008670371,2202,0.0,2284,treated
0,0,55,Female,White,United-States,0.27838596568525925,-0.9524819008670371,26052,0.0,2284,control
1,0,49,Female,White,United-States,0.26086610687150324,-1.0414718108362149,2203,0.0,2285,treated
0,0,49,Female,White,United-States,0.26086610687150324,-1.0414718108362149,25678,0.0,2285,control
1,1,45,Male,White,United-States,0.28344792464294394,-0.9274225058496877,2217,0.0,2286,treated
0,0,45,Male,White,United-States,0.28344792464294394,-0.9274225058496877,8394,0.0,2286,control
1,0,23,Male,White,United-States,0.22205705331631642,-1.25371884240334,2225,0.0,2287,treated
0,0,23,Male,White,United-States,0.22205705331631642,-1.25371884240334,8061,0.0,2287,control
1,1,32,Female,White,United-States,0.21524242640163127,-1.293609889082219,2227,0.0,2288,treated
0,0,32,Female,White,United-States,0.21524242640163127,-1.293609889082219,765,0.0,2288,control
1,1,59,Male,White,United-States,0.327441566240257,-0.7197793825882727,2230,0.0,2289,treated
0,1,59,Male,White,United-States,0.327441566240257,-0.7197793825882727,6802,0.0,2289,control
1,0,36,Female,White,United-States,0.22543263048871034,-1.2342832824361003,2231,0.0,2290,treated
0,0,36,Female,White,United-States,0.22543263048871034,-1.2342832824361003,7921,0.0,2290,control
1,1,37,Male,White,United-States,0.2599793821845393,-1.0460757191419248,2237,0.0,2291,treated
0,0,37,Male,White,United-States,0.2599793821845393,-1.0460757191419248,19966,0.0,2291,control
1,1,38,Male,White,United-States,0.2628429868342374,-1.0312440674803953,2240,0.0,2292,treated
0,0,38,Male,White,United-States,0.2628429868342374,-1.0312440674803953,5484,0.0,2292,control
1,0,58,Male,White,United-States,0.3241836844162955,-0.7346110342498023,2246,0.0,2293,treated
0,0,58,Male,White,United-States,0.3241836844162955,-0.7346110342498023,8998,0.0,2293,control
1,1,44,Male,Asian-Pac-Islander,Philippines,0.5048852059835806,0.01954144576514446,2249,0.0,2294,treated
0,1,44,Male,Asian-Pac-Islander,Philippines,0.5048852059835806,0.01954144576514446,24363,0.0,2294,control
1,0,39,Female,White,United-States,0.2332967953758801,-1.1897883274515113,2250,0.0,2295,treated
0,0,39,Female,White,United-States,0.2332967953758801,-1.1897883274515113,8355,0.0,2295,control
1,1,44,Male,White,United-States,0.2804452382324365,-0.9422541575112173,2252,0.0,2296,treated
0,0,44,Male,White,United-States,0.2804452382324365,-0.9422541575112173,5979,0.0,2296,control
1,0,42,Male,White,United-States,0.2744984766146569,-0.9719174608342767,2256,0.0,2297,treated
0,0,42,Male,White,United-States,0.2744984766146569,-0.9719174608342767,5760,0.0,2297,control
1,1,29,Male,White,United-States,0.23780907568172535,-1.1647289324341619,2258,0.0,2298,treated
0,0,29,Male,White,United-States,0.23780907568172535,-1.1647289324341619,17514,0.0,2298,control
1,0,27,Male,White,United-States,0.23247430842229952,-1.1943922357572214,2261,0.0,2299,treated
0,0,27,Male,White,United-States,0.23247430842229952,-1.1943922357572214,28437,0.0,2299,control
1,0,40,Male,White,United-States,0.26863073781461255,-1.0015807641573358,2269,0.0,2300,treated
0,0,40,Male,White,United-States,0.26863073781461255,-1.0015807641573358,4132,0.0,2300,control
1,0,29,Female,White,United-States,0.20782188901819054,-1.3381048440668075,2279,0.0,2301,treated
0,0,29,Female,White,United-States,0.20782188901819054,-1.3381048440668075,28022,0.0,2301,control
1,0,27,Female,White,United-States,0.20298067513223492,-1.3677681473898669,2283,0.0,2302,treated
0,0,27,Female,White,United-States,0.20298067513223492,-1.3677681473898669,26821,0.0,2302,control
1,0,29,Male,White,Canada,0.306560342436062,-0.8162496127159427,2284,0.0,2303,treated
0,0,29,Male,White,Canada,0.306560342436062,-0.8162496127159427,5029,0.0,2303,control
1,0,23,Female,White,United-States,0.19355175885751708,-1.4270947540359857,2285,0.0,2304,treated
0,0,23,Female,White,United-States,0.19355175885751708,-1.4270947540359857,8188,0.0,2304,control
1,1,46,Male,White,United-States,0.28646996105380246,-0.9125908541881581,2287,0.0,2305,treated
0,1,46,Male,White,United-States,0.28646996105380246,-0.9125908541881581,8037,0.0,2305,control
1,0,47,Male,White,United-States,0.2895111995233474,-0.8977592025266282,2186,0.0,2306,treated
0,1,47,Male,White,United-States,0.2895111995233474,-0.8977592025266282,16590,0.0,2306,control
1,1,63,Male,White,United-States,0.34063790904924474,-0.660452775942154,2184,0.0,2307,treated
0,1,63,Male,White,United-States,0.34063790904924474,-0.660452775942154,23838,0.0,2307,control
1,1,41,Male,White,United-States,0.27155466679716705,-0.9867491124958063,2182,0.0,2308,treated
0,1,41,Male,White,United-States,0.27155466679716705,-0.9867491124958063,5873,0.0,2308,control
1,0,25,Male,White,United-States,0.22722353860521177,-1.2240555390802808,2123,0.0,2309,treated
0,0,25,Male,White,United-States,0.22722353860521177,-1.2240555390802808,4019,0.0,2309,control
1,1,53,Male,White,United-States,0.3081528139810682,-0.8087692925574506,2051,0.0,2310,treated
0,0,53,Male,White,United-States,0.3081528139810682,-0.8087692925574506,8728,0.0,2310,control
1,0,22,Female,White,United-States,0.19124721085299334,-1.4419264056975158,2062,0.0,2311,treated
0,0,22,Female,White,United-States,0.19124721085299334,-1.4419264056975158,6527,0.0,2311,control
1,1,42,Male,White,United-States,0.2744984766146569,-0.9719174608342767,2063,0.0,2312,treated
0,1,42,Male,White,United-States,0.2744984766146569,-0.9719174608342767,7374,0.0,2312,control
1,0,45,Male,White,United-States,0.28344792464294394,-0.9274225058496877,2070,0.0,2313,treated
0,0,45,Male,White,United-States,0.28344792464294394,-0.9274225058496877,10124,0.0,2313,control
1,1,34,Male,White,United-States,0.2515108319668179,-1.090570674126514,2081,0.0,2314,treated
0,0,34,Male,White,United-States,0.2515108319668179,-1.090570674126514,9861,0.0,2314,control
1,1,37,Male,White,United-States,0.2599793821845393,-1.0460757191419248,2085,0.0,2315,treated
0,0,37,Male,White,United-States,0.2599793821845393,-1.0460757191419248,21528,0.0,2315,control
1,0,29,Male,White,United-States,0.23780907568172535,-1.1647289324341619,2091,0.0,2316,treated
0,0,29,Male,White,United-States,0.23780907568172535,-1.1647289324341619,20140,0.0,2316,control
1,1,51,Male,White,United-States,0.3018650000755673,-0.8384325958805099,2093,0.0,2317,treated
0,0,51,Male,White,United-States,0.3018650000755673,-0.8384325958805099,29730,0.0,2317,control
1,1,47,Female,White,United-States,0.2551872767878399,-1.0711351141592742,2100,0.0,2318,treated
0,1,47,Female,White,United-States,0.2551872767878399,-1.0711351141592742,20131,0.0,2318,control
1,0,25,Male,White,United-States,0.22722353860521177,-1.2240555390802808,2114,0.0,2319,treated
0,0,25,Male,White,United-States,0.22722353860521177,-1.2240555390802808,4619,0.0,2319,control
1,0,45,Female,White,United-States,0.24959032491112068,-1.100798417482333,2117,0.0,2320,treated
0,0,45,Female,White,United-States,0.24959032491112068,-1.100798417482333,2895,0.0,2320,control
1,0,61,Female,White,United-States,0.29661028536801726,-0.8634919908978589,2118,0.0,2321,treated
0,0,61,Female,White,United-States,0.29661028536801726,-0.8634919908978589,31604,0.0,2321,control
1,0,41,Female,White,United-States,0.23864456836355802,-1.1601250241284518,2131,0.0,2322,treated
0,0,41,Female,White,United-States,0.23864456836355802,-1.1601250241284518,16141,0.0,2322,control
1,1,34,Male,White,,0.411726093746463,-0.3568343591424114,2181,0.0,2323,treated
0,0,34,Male,White,,0.411726093746463,-0.3568343591424114,2572,0.0,2323,control
1,0,27,Female,White,United-States,0.20298067513223492,-1.3677681473898669,2133,0.0,2324,treated
0,0,27,Female,White,United-States,0.20298067513223492,-1.3677681473898669,27290,0.0,2324,control
1,1,46,Male,White,United-States,0.28646996105380246,-0.9125908541881581,2139,0.0,2325,treated
0,1,46,Male,White,United-States,0.28646996105380246,-0.9125908541881581,8735,0.0,2325,control
1,0,54,Female,White,United-States,0.2754162918835932,-0.9673135525285665,2140,0.0,2326,treated
0,0,54,Female,White,United-States,0.2754162918835932,-0.9673135525285665,15299,0.0,2326,control
1,0,52,Female,White,United-States,0.2695362226150462,-0.9969768558516258,2143,0.0,2327,treated
0,0,52,Female,White,United-States,0.2695362226150462,-0.9969768558516258,12795,0.0,2327,control
1,0,31,Male,White,United-States,0.24322746896610373,-1.1350656291111028,2148,0.0,2328,treated
0,1,31,Male,White,United-States,0.24322746896610373,-1.1350656291111028,7492,0.0,2328,control
1,1,44,Male,White,United-States,0.2804452382324365,-0.9422541575112173,2153,0.0,2329,treated
0,0,44,Male,White,United-States,0.2804452382324365,-0.9422541575112173,6423,0.0,2329,control
1,1,33,Male,White,United-States,0.24872903040581848,-1.1054023257880439,2157,0.0,2330,treated
0,0,33,Male,White,United-States,0.24872903040581848,-1.1054023257880439,28604,0.0,2330,control
1,1,57,Male,White,United-States,0.3209427488989978,-0.7494426859113322,2158,0.0,2331,treated
0,0,57,Male,White,United-States,0.3209427488989978,-0.7494426859113322,12852,0.0,2331,control
1,0,61,Male,White,United-States,0.33400725133514475,-0.6901160792652131,2163,0.0,2332,treated
0,0,61,Male,White,United-States,0.33400725133514475,-0.6901160792652131,28608,0.0,2332,control
1,1,45,Male,White,United-States,0.28344792464294394,-0.9274225058496877,2167,0.0,2333,treated
0,0,45,Male,White,United-States,0.28344792464294394,-0.9274225058496877,10782,0.0,2333,control
1,1,27,Female,White,United-States,0.20298067513223492,-1.3677681473898669,2175,0.0,2334,treated
0,0,27,Female,White,United-States,0.20298067513223492,-1.3677681473898669,30686,0.0,2334,control
1,1,54,Male,White,United-States,0.3113238075229265,-0.7939376408959209,2179,0.0,2335,treated
0,0,54,Male,White,United-States,0.3113238075229265,-0.7939376408959209,13386,0.0,2335,control
1,0,31,Female,White,United-States,0.21274774760144782,-1.3084415407437486,2297,0.0,2336,treated
0,0,31,Female,White,United-States,0.21274774760144782,-1.3084415407437486,4762,0.0,2336,control
1,1,45,Male,White,United-States,0.28344792464294394,-0.9274225058496877,2304,0.0,2337,treated
0,1,45,Male,White,United-States,0.28344792464294394,-0.9274225058496877,11190,0.0,2337,control
1,0,36,Male,Asian-Pac-Islander,,0.4882062739825466,-0.047183655858862486,2587,0.0009524973834600867,2338,treated
0,0,22,Male,Asian-Pac-Islander,China,0.4884442684991873,-0.0462311584754024,31039,0.0009524973834600867,2338,control
1,1,30,Female,White,United-States,0.21027423502173895,-1.323273192405278,2305,0.0,2339,treated
0,0,30,Female,White,United-States,0.21027423502173895,-1.323273192405278,23173,0.0,2339,control
1,0,26,Male,White,United-States,0.22983840393973956,-1.2092238874187513,2434,0.0,2340,treated
0,0,26,Male,White,United-States,0.22983840393973956,-1.2092238874187513,4450,0.0,2340,control
1,0,31,Male,White,United-States,0.24322746896610373,-1.1350656291111028,2436,0.0,2341,treated
0,0,31,Male,White,United-States,0.24322746896610373,-1.1350656291111028,23164,0.0,2341,control
1,0,46,Female,White,United-States,0.25237852325584254,-1.0859667658208036,2450,0.0,2342,treated
0,0,46,Female,White,United-States,0.25237852325584254,-1.0859667658208036,4151,0.0,2342,control
1,1,64,Male,White,United-States,0.34397698428332535,-0.6456211242806246,2462,0.0,2343,treated
0,0,64,Male,White,United-States,0.34397698428332535,-0.6456211242806246,13563,0.0,2343,control
1,0,42,Male,White,United-States,0.2744984766146569,-0.9719174608342767,2468,0.0,2344,treated
0,0,42,Male,White,United-States,0.2744984766146569,-0.9719174608342767,8287,0.0,2344,control
1,1,50,Male,White,United-States,0.2987485557300717,-0.8532642475420394,2470,0.0,2345,treated
0,1,50,Male,White,United-States,0.2987485557300717,-0.8532642475420394,1666,0.0,2345,control
1,0,24,Female,White,United-States,0.19587735108203552,-1.412263102374456,2471,0.0,2346,treated
0,0,24,Female,White,United-States,0.19587735108203552,-1.412263102374456,7316,0.0,2346,control
1,1,39,Male,White,United-States,0.26572680728000225,-1.0164124158188657,2473,0.0,2347,treated
0,1,39,Male,White,United-States,0.26572680728000225,-1.0164124158188657,28297,0.0,2347,control
1,0,69,Male,White,United-States,0.3608993447281896,-0.571462865972976,2478,0.0,2348,treated
0,1,69,Male,White,United-States,0.3608993447281896,-0.571462865972976,9339,0.0,2348,control
1,1,44,Male,White,United-States,0.2804452382324365,-0.9422541575112173,2481,0.0,2349,treated
0,1,44,Male,White,United-States,0.2804452382324365,-0.9422541575112173,7647,0.0,2349,control
1,0,74,Male,White,United-States,0.3781743047670017,-0.49730460766532797,2483,0.0,2350,treated
0,1,74,Male,White,United-States,0.3781743047670017,-0.49730460766532797,31249,0.0,2350,control
1,1,40,Male,White,United-States,0.26863073781461255,-1.0015807641573358,2484,0.0,2351,treated
0,0,40,Male,White,United-States,0.26863073781461255,-1.0015807641573358,6452,0.0,2351,control
1,1,50,Male,White,United-States,0.2987485557300717,-0.8532642475420394,2495,0.0,2352,treated
0,1,50,Male,White,United-States,0.2987485557300717,-0.8532642475420394,2845,0.0,2352,control
1,1,57,Male,White,United-States,0.3209427488989978,-0.7494426859113322,2498,0.0,2353,treated
0,0,57,Male,White,United-States,0.3209427488989978,-0.7494426859113322,13387,0.0,2353,control
1,0,31,Male,White,United-States,0.24322746896610373,-1.1350656291111028,2501,0.0,2354,treated
0,1,31,Male,White,United-States,0.24322746896610373,-1.1350656291111028,24171,0.0,2354,control
1,0,59,Male,White,United-States,0.327441566240257,-0.7197793825882727,2507,0.0,2355,treated
0,1,59,Male,White,United-States,0.327441566240257,-0.7197793825882727,10152,0.0,2355,control
1,1,51,Male,White,United-States,0.3018650000755673,-0.8384325958805099,2517,0.0,2356,treated
0,0,51,Male,White,United-States,0.3018650000755673,-0.8384325958805099,28586,0.0,2356,control
1,0,35,Male,White,United-States,0.25431321368473137,-1.0757390224649843,2519,0.0,2357,treated
0,0,35,Male,White,United-States,0.25431321368473137,-1.0757390224649843,15929,0.0,2357,control
1,0,54,Female,White,United-States,0.2754162918835932,-0.9673135525285665,2521,0.0,2358,treated
0,1,54,Female,White,United-States,0.2754162918835932,-0.9673135525285665,22315,0.0,2358,control
1,0,34,Female,White,United-States,0.22029525765312616,-1.2639465857591596,2527,0.0,2359,treated
0,0,34,Female,White,United-States,0.22029525765312616,-1.2639465857591596,6577,0.0,2359,control
1,0,47,Male,White,United-States,0.2895111995233474,-0.8977592025266282,2528,0.0,2360,treated
0,0,47,Male,White,United-States,0.2895111995233474,-0.8977592025266282,17315,0.0,2360,control
1,1,49,Male,White,United-States,0.29565066017376906,-0.8680958992035691,2529,0.0,2361,treated
0,1,49,Male,White,United-States,0.29565066017376906,-0.8680958992035691,5165,0.0,2361,control
1,1,55,Male,White,United-States,0.31451259782769037,-0.7791059892343912,2556,0.0,2362,treated
0,0,55,Male,White,United-States,0.31451259782769037,-0.7791059892343912,5037,0.0,2362,control
1,0,24,Male,White,United-States,0.2246297456856911,-1.2388871907418106,2567,0.0,2363,treated
0,0,24,Male,White,United-States,0.2246297456856911,-1.2388871907418106,31278,0.0,2363,control
1,1,34,Male,White,United-States,0.2515108319668179,-1.090570674126514,2574,0.0,2364,treated
0,0,34,Male,White,United-States,0.2515108319668179,-1.090570674126514,11930,0.0,2364,control
1,1,67,Male,Black,United-States,0.21033887010405097,-1.322884006619426,2578,0.0,2365,treated
0,0,67,Male,Black,United-States,0.21033887010405097,-1.322884006619426,21124,0.0,2365,control
1,1,41,Male,White,United-States,0.27155466679716705,-0.9867491124958063,2583,0.0,2366,treated
0,0,41,Male,White,United-States,0.27155466679716705,-0.9867491124958063,1128,0.0,2366,control
1,1,42,Male,White,United-States,0.2744984766146569,-0.9719174608342767,2433,0.0,2367,treated
0,1,42,Male,White,United-States,0.2744984766146569,-0.9719174608342767,7418,0.0,2367,control
1,0,35,Male,Asian-Pac-Islander,China,0.5365796065827644,0.14658031312448302,2432,0.023217305728630816,2368,treated
0,0,51,Male,Asian-Pac-Islander,Philippines,0.5308016989575693,0.12336300739585221,5696,0.023217305728630816,2368,control
1,0,24,Male,White,United-States,0.2246297456856911,-1.2388871907418106,2423,0.0,2369,treated
0,0,24,Male,White,United-States,0.2246297456856911,-1.2388871907418106,16396,0.0,2369,control
1,1,37,Male,White,United-States,0.2599793821845393,-1.0460757191419248,2352,0.0,2370,treated
0,0,37,Male,White,United-States,0.2599793821845393,-1.0460757191419248,22430,0.0,2370,control
1,1,53,Male,White,United-States,0.3081528139810682,-0.8087692925574506,2308,0.0,2371,treated
0,0,53,Male,White,United-States,0.3081528139810682,-0.8087692925574506,12162,0.0,2371,control
1,1,26,Female,White,United-States,0.2005917851739308,-1.382599799051397,2312,0.0,2372,treated
0,0,26,Female,White,United-States,0.2005917851739308,-1.382599799051397,5493,0.0,2372,control
1,0,40,Female,White,United-States,0.2359602107312934,-1.1749566757899819,2314,0.0,2373,treated
0,0,40,Female,White,United-States,0.2359602107312934,-1.1749566757899819,19234,0.0,2373,control
1,0,41,Male,White,United-States,0.27155466679716705,-0.9867491124958063,2316,0.0,2374,treated
0,0,41,Male,White,United-States,0.27155466679716705,-0.9867491124958063,1117,0.0,2374,control
1,1,62,Male,White,United-States,0.33731458080349164,-0.6752844276036839,2318,0.0,2375,treated
0,0,62,Male,White,United-States,0.33731458080349164,-0.6752844276036839,8270,0.0,2375,control
1,1,65,Male,White,United-States,0.34733154884488504,-0.6307894726190949,2319,0.0,2376,treated
0,0,65,Male,White,United-States,0.34733154884488504,-0.6307894726190949,27444,0.0,2376,control
1,1,63,Male,White,United-States,0.34063790904924474,-0.660452775942154,2324,0.0,2377,treated
0,0,63,Male,White,United-States,0.34063790904924474,-0.660452775942154,24877,0.0,2377,control
1,1,39,Male,White,United-States,0.26572680728000225,-1.0164124158188657,2325,0.0,2378,treated
0,0,39,Male,White,United-States,0.26572680728000225,-1.0164124158188657,1192,0.0,2378,control
1,0,25,Male,White,Canada,0.2940953329488556,-0.8755762193620613,2327,0.0,2379,treated
0,0,25,Male,White,Canada,0.2940953329488556,-0.8755762193620613,19087,0.0,2379,control
1,1,44,Male,White,United-States,0.2804452382324365,-0.9422541575112173,2344,0.0,2380,treated
0,0,44,Male,White,United-States,0.2804452382324365,-0.9422541575112173,8888,0.0,2380,control
1,1,29,Male,White,United-States,0.23780907568172535,-1.1647289324341619,2345,0.0,2381,treated
0,0,29,Male,White,United-States,0.23780907568172535,-1.1647289324341619,21469,0.0,2381,control
1,1,31,Female,White,United-States,0.21274774760144782,-1.3084415407437486,2351,0.0,2382,treated
0,1,31,Female,White,United-States,0.21274774760144782,-1.3084415407437486,2088,0.0,2382,control
1,0,33,Male,White,England,0.4030698488229031,-0.39269023777491285,2353,0.0,2383,treated
0,0,33,Male,White,England,0.4030698488229031,-0.39269023777491285,17976,0.0,2383,control
1,1,66,Male,White,United-States,0.35070133925433444,-0.6159578209575655,2420,0.0,2384,treated
0,0,66,Male,White,United-States,0.35070133925433444,-0.6159578209575655,15465,0.0,2384,control
1,0,34,Male,White,United-States,0.2515108319668179,-1.090570674126514,2360,0.0,2385,treated
0,0,34,Male,White,United-States,0.2515108319668179,-1.090570674126514,13468,0.0,2385,control
1,1,26,Male,White,United-States,0.22983840393973956,-1.2092238874187513,2361,0.0,2386,treated
0,0,26,Male,White,United-States,0.22983840393973956,-1.2092238874187513,5056,0.0,2386,control
1,1,34,Female,White,United-States,0.22029525765312616,-1.2639465857591596,2367,0.0,2387,treated
0,0,34,Female,White,United-States,0.22029525765312616,-1.2639465857591596,5022,0.0,2387,control
1,1,56,Male,White,United-States,0.3177189814741094,-0.7642743375728615,2385,0.0,2388,treated
0,0,56,Male,White,United-States,0.3177189814741094,-0.7642743375728615,2877,0.0,2388,control
1,1,33,Male,White,United-States,0.24872903040581848,-1.1054023257880439,2386,0.0,2389,treated
0,0,33,Male,White,United-States,0.24872903040581848,-1.1054023257880439,28677,0.0,2389,control
1,0,37,Male,White,United-States,0.2599793821845393,-1.0460757191419248,2387,0.0,2390,treated
0,0,37,Male,White,United-States,0.2599793821845393,-1.0460757191419248,24691,0.0,2390,control
1,0,36,Male,White,United-States,0.2571360931457954,-1.0609073708034547,2389,0.0,2391,treated
0,1,36,Male,White,United-States,0.2571360931457954,-1.0609073708034547,1442,0.0,2391,control
1,0,22,Male,White,United-States,0.2195054845727183,-1.2685504940648695,2391,0.0,2392,treated
0,0,22,Male,White,United-States,0.2195054845727183,-1.2685504940648695,6116,0.0,2392,control
1,1,53,Female,White,United-States,0.2724663356961679,-0.9821452041900964,2396,0.0,2393,treated
0,0,53,Female,White,United-States,0.2724663356961679,-0.9821452041900964,31822,0.0,2393,control
1,1,57,Male,White,United-States,0.3209427488989978,-0.7494426859113322,2403,0.0,2394,treated
0,1,57,Male,White,United-States,0.3209427488989978,-0.7494426859113322,16424,0.0,2394,control
1,1,44,Male,White,United-States,0.2804452382324365,-0.9422541575112173,2414,0.0,2395,treated
0,1,44,Male,White,United-States,0.2804452382324365,-0.9422541575112173,9918,0.0,2395,control
1,1,39,Male,White,United-States,0.26572680728000225,-1.0164124158188657,2415,0.0,2396,treated
0,1,39,Male,White,United-States,0.26572680728000225,-1.0164124158188657,1324,0.0,2396,control
1,1,46,Male,White,United-States,0.28646996105380246,-0.9125908541881581,3105,0.0,2397,treated
0,0,46,Male,White,United-States,0.28646996105380246,-0.9125908541881581,8943,0.0,2397,control
1,1,42,Male,White,United-States,0.2744984766146569,-0.9719174608342767,3106,0.0,2398,treated
0,0,42,Male,White,United-States,0.2744984766146569,-0.9719174608342767,10240,0.0,2398,control
1,0,24,Male,Asian-Pac-Islander,United-States,0.2770985291563418,-0.958899790781321,3110,0.0,2399,treated
0,1,24,Male,Asian-Pac-Islander,United-States,0.2770985291563418,-0.958899790781321,29385,0.0,2399,control
1,0,31,Female,Black,,0.21476087943276626,-1.2964630630830367,3858,0.0,2400,treated
0,0,31,Female,Black,,0.21476087943276626,-1.2964630630830367,31774,0.0,2400,control
1,1,38,Male,White,United-States,0.2628429868342374,-1.0312440674803953,3724,0.0,2401,treated
0,0,38,Male,White,United-States,0.2628429868342374,-1.0312440674803953,6430,0.0,2401,control
1,1,64,Female,White,United-States,0.30597660279549105,-0.8189970359132698,3733,0.0,2402,treated
0,0,64,Female,White,United-States,0.30597660279549105,-0.8189970359132698,13663,0.0,2402,control
1,0,32,Female,White,United-States,0.21524242640163127,-1.293609889082219,3747,0.0,2403,treated
0,0,32,Female,White,United-States,0.21524242640163127,-1.293609889082219,13147,0.0,2403,control
1,1,56,Male,White,United-States,0.3177189814741094,-0.7642743375728615,3749,0.0,2404,treated
0,0,56,Male,White,United-States,0.3177189814741094,-0.7642743375728615,4524,0.0,2404,control
1,0,23,Female,Asian-Pac-Islander,United-States,0.24101783319238992,-1.1471073540754968,3753,0.0,2405,treated
0,0,23,Female,Asian-Pac-Islander,United-States,0.24101783319238992,-1.1471073540754968,31515,0.0,2405,control
1,1,46,Male,White,United-States,0.28646996105380246,-0.9125908541881581,3754,0.0,2406,treated
0,1,46,Male,White,United-States,0.28646996105380246,-0.9125908541881581,9179,0.0,2406,control
1,0,39,Female,White,United-States,0.2332967953758801,-1.1897883274515113,3756,0.0,2407,treated
0,1,39,Female,White,United-States,0.2332967953758801,-1.1897883274515113,2713,0.0,2407,control
1,1,37,Male,White,United-States,0.2599793821845393,-1.0460757191419248,3760,0.0,2408,treated
0,0,37,Male,White,United-States,0.2599793821845393,-1.0460757191419248,25754,0.0,2408,control
1,0,57,Female,White,United-States,0.28438393388869815,-0.9228185975439777,3761,0.0,2409,treated
0,0,57,Female,White,United-States,0.28438393388869815,-0.9228185975439777,22462,0.0,2409,control
1,0,28,Male,White,United-States,0.2351312135833472,-1.1795605840956915,3768,0.0,2410,treated
0,0,28,Male,White,United-States,0.2351312135833472,-1.1795605840956915,3907,0.0,2410,control
1,0,40,Female,White,United-States,0.2359602107312934,-1.1749566757899819,3770,0.0,2411,treated
0,1,40,Female,White,United-States,0.2359602107312934,-1.1749566757899819,21341,0.0,2411,control
1,1,33,Male,White,United-States,0.24872903040581848,-1.1054023257880439,3789,0.0,2412,treated
0,0,33,Male,White,United-States,0.24872903040581848,-1.1054023257880439,5920,0.0,2412,control
1,0,47,Male,White,United-States,0.2895111995233474,-0.8977592025266282,3790,0.0,2413,treated
0,1,47,Male,White,United-States,0.2895111995233474,-0.8977592025266282,19016,0.0,2413,control
1,0,68,Male,White,United-States,0.35748551495340336,-0.5862945176345059,3797,0.0,2414,treated
0,1,68,Male,White,United-States,0.35748551495340336,-0.5862945176345059,25466,0.0,2414,control
1,1,32,Male,White,United-States,0.24596788571588463,-1.120233977449573,3806,0.0,2415,treated
0,0,32,Male,White,United-States,0.24596788571588463,-1.120233977449573,25356,0.0,2415,control
1,0,23,Female,White,United-States,0.19355175885751708,-1.4270947540359857,3807,0.0,2416,treated
0,0,23,Female,White,United-States,0.19355175885751708,-1.4270947540359857,8104,0.0,2416,control
1,0,51,Male,White,United-States,0.3018650000755673,-0.8384325958805099,3808,0.0,2417,treated
0,0,51,Male,White,United-States,0.3018650000755673,-0.8384325958805099,1672,0.0,2417,control
1,0,46,Female,Black,United-States,0.1409133529533488,-1.8077246031441945,3810,0.0,2418,treated
0,0,46,Female,Black,United-States,0.1409133529533488,-1.8077246031441945,20667,0.0,2418,control
1,0,25,Female,White,United-States,0.1982240178038876,-1.3974314507129262,3814,0.0,2419,treated
0,0,25,Female,White,United-States,0.1982240178038876,-1.3974314507129262,26129,0.0,2419,control
1,0,29,Male,White,United-States,0.23780907568172535,-1.1647289324341619,3816,0.0,2420,treated
0,0,29,Male,White,United-States,0.23780907568172535,-1.1647289324341619,23454,0.0,2420,control
1,1,51,Male,White,United-States,0.3018650000755673,-0.8384325958805099,3817,0.0,2421,treated
0,1,51,Male,White,United-States,0.3018650000755673,-0.8384325958805099,30037,0.0,2421,control
1,0,24,Male,White,United-States,0.2246297456856911,-1.2388871907418106,3820,0.0,2422,treated
0,0,24,Male,White,United-States,0.2246297456856911,-1.2388871907418106,18342,0.0,2422,control
1,1,40,Male,White,United-States,0.26863073781461255,-1.0015807641573358,3829,0.0,2423,treated
0,0,40,Male,White,United-States,0.26863073781461255,-1.0015807641573358,7234,0.0,2423,control
1,1,48,Male,White,United-States,0.29257148597341776,-0.8829275508650988,3831,0.0,2424,treated
0,0,48,Male,White,United-States,0.29257148597341776,-0.8829275508650988,12002,0.0,2424,control
1,0,32,Female,White,,0.36357671273725584,-0.5598735740981166,3834,0.0,2425,treated
0,0,32,Female,White,,0.36357671273725584,-0.5598735740981166,21990,0.0,2425,control
1,1,52,Male,White,United-States,0.3049998144664541,-0.8236009442189801,3836,0.0,2426,treated
0,1,52,Male,White,United-States,0.3049998144664541,-0.8236009442189801,2580,0.0,2426,control
1,0,37,Male,White,United-States,0.2599793821845393,-1.0460757191419248,3844,0.0,2427,treated
0,0,37,Male,White,United-States,0.2599793821845393,-1.0460757191419248,26287,0.0,2427,control
1,1,38,Male,White,United-States,0.2628429868342374,-1.0312440674803953,3721,0.0,2428,treated
0,0,38,Male,White,United-States,0.2628429868342374,-1.0312440674803953,5560,0.0,2428,control
1,0,29,Male,White,United-States,0.23780907568172535,-1.1647289324341619,3717,0.0,2429,treated
